University of Illinois System - Investment Office,,,,,
Security Inventory,,,,,
By Fund Group,,,,,
"June 30, 2022",,,,,
,,,,,
,,Maturity,,,
APTIV CORPORATION 2.396% 02-18,2.40,02/18/25,"130,000.00","130,000.00","124,149.94"
ARES CAP CORP 4.2% DUE,4.20,06/10/24,"180,000.00","183,960.00","176,729.66"
ASTRAZENECA PLC .7% DUE 04-08-,0.70,04/08/26,"940,000.00","936,193.00","836,283.16"
ATHENE GLOBAL FDG MEDIUM TERM ,3.00,07/01/22,"100,000.00","102,434.00","100,000.00"
ATHENE GLOBAL FDG MEDIUM TERM ,1.20,10/13/23,"400,000.00","399,884.00","385,121.48"
ATHENE GLOBAL FDG MEDIUM TERM ,0.95,01/08/24,"400,000.00","399,860.00","379,611.20"
AVOLON HLDGS FDG LTD 2.875% DU,2.88,02/15/25,"200,000.00","199,762.00","183,963.13"
BAKER HUGHES HLDGS LLC/BAKER H,1.23,12/15/23,"80,000.00","80,000.00","77,665.36"
BANK AMER CORP .77977% DUE,1.60,10/24/24,"380,000.00","380,000.00","376,337.40"
BANK AMER CORP SR NT FLTG VAR ,2.14,07/23/24,"520,000.00","520,000.00","518,442.07"
BANK MONTREAL MEDIUM TERM SR N,1.51,12/08/23,"200,000.00","200,000.00","197,992.00"
BANK NEW YORK MELLON CORP MEDI,3.43,06/13/25,"450,000.00","450,000.00","446,378.77"
BANK NEW ZEALAND GLOBAL MED TE,2.00,02/21/25,"280,000.00","278,465.60","266,639.05"
BARCLAYS PLC 1.007% DUE,1.01,12/10/24,"140,000.00","140,000.00","132,871.83"
BECTON DICKINSON & CO 3.363% D,3.36,06/06/24,"118,000.00","127,150.90","116,781.22"
BELL CANADA .75% DUE 03-17-202,0.75,03/17/24,"240,000.00","239,769.60","228,553.74"
BLACK HILLS CORP 1.037% DUE 08,1.04,08/23/24,"210,000.00","210,000.00","196,340.62"
BNP PARIBAS SR NON PFD 144A ME,1.32,01/13/27,"300,000.00","301,085.88","265,036.08"
BOEING CO 2.8% DUE 03-01-2023/,2.80,03/01/23,"250,000.00","252,485.00","248,560.95"
BPCE S A MEDIUM TERM NTS BOOK ,1.00,01/20/26,"330,000.00","328,478.70","292,542.47"
BUNGE LTD FIN CORP FIXED 1.63%,1.63,08/17/25,"230,000.00","229,988.50","211,878.38"
CANADIAN IMPERIAL BK 2.606% DU,2.61,07/22/23,"250,000.00","250,000.00","249,878.86"
CAPITAL ONE FINL CORP 3.5% DUE,3.50,06/15/23,"500,000.00","531,500.00","497,156.08"
CATERPILLAR FINL SVCS CORP MED,0.25,03/01/23,"350,000.00","349,699.00","344,375.68"
CENTERPOINT ENERGY INC CORP 2.,2.50,09/01/24,"220,000.00","219,626.00","212,649.35"
CENTERPOINT ENERGY INC FLTG RT,1.61,05/13/24,"110,000.00","110,000.00","107,288.36"
CIGNA CORP 1.25% 03-15-2026,1.25,03/15/26,"500,000.00","499,855.00","451,053.20"
CIT BK NATL ASSN PASADENA CA 2,2.97,09/27/25,"250,000.00","250,000.00","240,819.53"
CITIGROUP INC GLOBAL SR NT FLT,1.91,10/27/22,"195,000.00","195,000.00","194,743.58"
CITIGROUP INC NT FIXED / FLTG ,0.98,05/01/25,"300,000.00","300,000.00","281,048.72"
CNH INDL CAP LLC 3.95% 05-23-2,3.95,05/23/25,"100,000.00","99,469.00","98,941.68"
CNH INDL CAP LLC 4.2% DUE 01-1,4.20,01/15/24,"170,000.00","182,260.40","170,113.53"
CONAGRA BRANDS INC .5% DUE 08-,0.50,08/11/23,"140,000.00","139,736.80","134,943.97"
CONSTELLATION BRANDS INC 3.6%,3.60,05/09/24,"160,000.00","159,905.60","159,404.25"
CREDIT AGRICOLE S A LONDON BRH,2.20,04/24/23,"550,000.00","550,000.00","549,916.29"
CROWN CASTLE INTL 3.15% 07-15-,3.15,07/15/23,"600,000.00","638,682.00","593,474.41"
CROWN CASTLE INTL CORP NEW 1.3,1.35,07/15/25,"100,000.00","99,736.00","91,405.00"
CVS HEALTH CORP 2.625% DUE,2.63,08/15/24,"150,000.00","149,227.50","146,643.76"
DAIMLER TRUCKS FIN NORTH AMER ,1.13,12/14/23,"300,000.00","299,322.00","288,026.98"
DEERE JOHN CAP CORP MEDIUM TER,2.60,03/07/24,"250,000.00","249,572.50","247,070.73"
DEERE JOHN CAP CORP MEDIUM TER,0.45,06/07/24,"200,000.00","199,750.00","188,964.76"
DELL INTL L L C/EMC CORP 5.45%,5.45,06/15/23,"23,000.00","24,951.23","23,232.39"
DH EUROPE FIN II S A R L 2.2%,2.20,11/15/24,"200,000.00","199,904.00","191,853.40"
DISNEY WALT CO 1.75% DUE,1.75,08/30/24,"250,000.00","248,980.00","240,923.72"
DUPONT DE NEMOURS INC 4.205% D,4.21,11/15/23,"150,000.00","160,074.00","150,902.94"
EBAY INC 1.9% DUE 03-11-2025/0,1.90,03/11/25,"300,000.00","310,296.00","281,797.70"
ENBRIDGE INC 2.5% DUE 01-15-20,2.50,01/15/25,"130,000.00","129,758.20","125,086.28"
EQUINIX INC 2.625% DUE,2.63,11/18/24,"230,000.00","230,000.00","220,620.95"
ESC CB LEHMAN BROS SUB NTS D07,0.00,06/30/99,"130,000.00", 	-   ,"1,300.00"
ESC LEHMAN BROTH HLD INC D05/1,0.00,06/30/99,"990,000.00",8.91,8.91
FIDELITY NATL INFORMATION SVCS,0.60,03/01/24,"80,000.00","79,952.80","75,719.15"
FIFTH THIRD BANCORP 2.375% DUE,2.38,01/28/25,"75,000.00","74,979.00","71,824.79"
FISERV INC 2.75% DUE,2.75,07/01/24,"60,000.00","59,899.20","58,525.96"
FS KKR CAP CORP 1.65% 10-12-20,1.65,10/12/24,"100,000.00","99,846.00","88,961.00"
GA GLOBAL FDG TR MEDIUM TERM N,1.71,09/13/24,"500,000.00","500,000.00","484,111.59"
GENERAL DYNAMICS CORP 3.375% D,3.38,05/15/23,"250,000.00","259,690.00","251,532.89"
GENERAL MOTORS FINL CO BNDS 3.,3.50,11/07/24,"150,000.00","161,559.00","146,573.88"
GILEAD SCIENCES INC .75% DUE,0.75,09/29/23,"158,000.00","157,944.70","152,888.82"
GLAXOSMITHKLINE CAP PLC .534%,0.53,10/01/23,"60,000.00","60,000.00","57,965.90"
GLOBAL PMTS INC 1.5% 11-15-202,1.50,11/15/24,"50,000.00","49,965.00","46,937.63"
GLOBAL PMTS INC 2.65% DUE,2.65,02/15/25,"300,000.00","299,925.00","286,298.22"
GOLDMAN SACHS GROUP INC .855%,0.86,02/12/26,"140,000.00","140,000.00","127,365.83"
GRAINGER W W INC 1.85% DUE 02-,1.85,02/15/25,"210,000.00","209,416.20","200,012.03"
HCP INC 3.25% DUE 07-15-2026/0,3.25,07/15/26,"275,000.00","275,106.00","264,754.87"
HERSHEY CO .9% DUE 06-01-2025/,0.90,06/01/25,"140,000.00","139,741.00","129,635.45"
HEWLETT PACKARD ENTERPRISE CO ,2.25,04/01/23,"120,000.00","119,974.80","119,134.65"
HEWLETT PACKARD ENTERPRISE CO ,4.40,10/15/22,"130,000.00","136,385.60","130,241.76"
HUMANA INC .65% 08-03-2023,0.65,08/03/23,"180,000.00","179,879.40","174,139.76"
HYUNDAI CAP AMER MEDIUM TERM N,2.85,11/01/22,"130,000.00","129,985.70","129,669.36"
ING GROEP N V DUE 04-01-2027/0,2.47,04/01/27,"300,000.00","300,000.00","287,145.47"
INTUIT INC .65% DUE 07-15-2023,0.65,07/15/23,"240,000.00","240,159.40","233,171.44"
JOHN DEERE CAPITAL CORP 0.45%,0.45,01/17/24,"200,000.00","199,858.00","191,780.24"
JPMORGAN CHASE & CO 1.04% DUE,1.04,02/04/27,"280,000.00","280,000.00","247,638.52"
JPMORGAN CHASE & CO FLTG RT ,1.91,02/24/26,"500,000.00","500,000.00","485,605.00"
KEURIG DR PEPPER INC 0.75% 03-,0.75,03/15/24,"100,000.00","99,997.00","95,092.64"
KEY BANK NA 1.25% DUE 03-10-20,1.25,03/10/23,"150,000.00","149,929.50","147,870.66"
KEYSIGHT TECHNOLOGIES INC 4.55,4.55,10/30/24,"250,000.00","273,907.50","253,181.69"
KIMBERLY-CLARK CORP 3.05% DUE,3.05,08/15/25,"100,000.00","108,802.00","98,246.98"
LLOYDS BANKING GROUP PLC FORME,4.05,08/16/23,"250,000.00","271,935.00","250,609.88"
LLOYDS BANKING GROUP PLC FORME,2.44,02/05/26,"230,000.00","230,000.00","217,637.51"
MARTIN MARIETTA MATLS INC .65%,0.65,07/15/23,"90,000.00","89,989.20","86,972.28"
MCCORMICK & CO INC .9% DUE 02-,0.90,02/15/26,"290,000.00","289,234.40","257,032.76"
MITSUBISHI UFJ FINL GROUP INC ,0.95,07/19/25,"280,000.00","280,000.00","261,275.88"
MITSUBISHI UFJ FINL GROUP INC ,2.80,07/18/24,"250,000.00","250,000.00","243,521.61"
MIZUHO FINL GROUP INC FLTG RT ,2.28,09/08/24,"200,000.00","200,000.00","197,738.13"
MONDELEZ INTERNATIONAL INC 2.1,2.13,03/17/24,"70,000.00","69,832.70","68,228.97"
MONDELEZ INTL HLDGS NETH B V 2,2.13,09/19/22,"220,000.00","219,942.80","219,503.33"
MORGAN STANLEY 2.72% DUE,2.72,07/22/25,"55,000.00","55,000.00","52,985.56"
MORGAN STANLEY FORMERLY MORGAN,2.59,05/08/24,"250,000.00","254,200.20","250,101.98"
NASDAQ INC .445% DUE,0.45,12/21/22,"110,000.00","110,000.00","108,556.22"
NATIONAL AUSTRALIA BK LIMITED ,1.88,12/13/22,"250,000.00","249,255.00","248,685.43"
NATIONAL BANK OF CANADA ,2.10,02/01/23,"300,000.00","299,901.00","297,628.08"
NATL BK CDA MEDIUM TERM NTS BO,0.55,11/15/24,"250,000.00","249,645.00","238,339.41"
NEXTERA ENERGY CA .00065%,0.65,03/01/23,"180,000.00","179,982.00","176,909.15"
NEXTERA ENERGY CAP HLDGS INC 1,2.06,03/21/24,"400,000.00","400,000.00","397,079.35"
NORDEA BANK AB MEDIUM TERM NTS,1.00,06/09/23,"200,000.00","199,794.00","195,185.39"
NOVARTIS CAP CORP 1.75% DUE 02,1.75,02/14/25,"190,000.00","189,718.80","183,255.91"
NUCOR CORP 3.95% 05-23-2025,3.95,05/23/25,"80,000.00","79,948.80","79,551.21"
NVIDIA CORP .309% DUE 06-15-20,0.31,06/15/23,"250,000.00","250,000.00","243,112.73"
ONE GAS INC 11/03/2023 DUE,2.33,03/11/23,"164,000.00","164,000.00","163,311.94"
OTIS WORLDWIDE CORP 2.056% DUE,2.06,04/05/25,"200,000.00","211,040.93","189,399.28"
PACCAR FINL CORP MEDIUM TERM S,1.80,02/06/25,"170,000.00","169,862.30","162,467.78"
PACCAR FINL CORP MEDIUM TERM S,0.80,06/08/23,"20,000.00","19,972.20","19,567.11"
PARKER-HANNIFIN CORP 2.7% DUE,2.70,06/14/24,"260,000.00","263,302.80","253,720.55"
PARKER-HANNIFIN CORP 3.65% DUE,3.65,06/15/24,"110,000.00","109,924.10","109,255.75"
PAYPAL HLDGS INC 2.4% DUE,2.40,10/01/24,"360,000.00","359,780.40","350,964.93"
PFIZER INC .8% DUE 05-28-2025/,0.80,05/28/25,"150,000.00","149,064.00","139,660.49"
PFIZER INC 2.95% DUE,2.95,03/15/24,"500,000.00","512,000.00","497,927.36"
PHILLIPS 66 .9% DUE,0.90,02/15/24,"100,000.00","99,892.00","95,223.19"
PIONEER NAT RES CO 1.125% DUE,1.13,01/15/26,"200,000.00","199,962.00","178,701.13"
PPL ELEC UTILS CORP FLTG RT ,1.80,06/24/24,"120,000.00","120,000.00","117,333.81"
PRINCIPAL LIFE GLOBAL FDG II G,0.50,01/08/24,"200,000.00","199,842.00","190,382.28"
PROCTER & GAMBLE CO .55% DUE 1,0.55,10/29/25,"200,000.00","199,676.00","183,912.19"
PROTECTIVE LIFE GLOBAL FDG MED,2.62,08/22/22,"55,000.00","55,000.00","54,969.21"
PROTECTIVE LIFE GLOBAL FDG MED,0.47,01/12/24,"200,000.00","200,000.00","190,220.06"
PUBLIC STORAGE FLTG RT DUE 04-,1.27,04/23/24,"150,000.00","150,000.00","147,913.26"
PUBLIC SVC ENTERPRISE GROUP IN,0.84,11/08/23,"200,000.00","200,000.00","191,863.55"
PVPTL BAXTER INTERNATIONAL INC,1.46,11/29/24,"90,000.00","88,773.67","87,865.24"
PVPTL NEW YORK LIFE GLOBAL FDG,1.07,01/14/25,"300,000.00","300,000.00","293,069.40"
PVPTL SKY LTD 3.75% 09-16-2024,3.75,09/16/24,"280,000.00","307,991.60","279,086.14"
PVTPL 7-ELEVEN INC .95% DUE 02,0.95,02/10/26,"200,000.00","199,524.00","176,457.37"
PVTPL AIG GLOBAL FDG 0.45%,0.45,12/08/23,"130,000.00","129,857.00","124,184.99"
PVTPL ALCON FIN CORP 2.75% DUE,2.75,09/23/26,"200,000.00","199,016.00","186,944.97"
PVTPL BANQUE FEDERATIVE DU CR ,2.13,11/21/22,"200,000.00","199,434.00","199,261.18"
PVTPL BAXTER INTERNATIONAL INC,0.87,12/01/23,"300,000.00","287,418.99","287,886.55"
PVTPL BLACKSTONE PRIVATE CREDI,2.70,01/15/25,"150,000.00","149,991.00","136,869.53"
PVTPL BMW US CAP LLC FLTG RT D,2.03,04/01/24,"200,000.00","200,000.00","198,281.00"
PVTPL BNP PARIBAS SR NON PFD 1,2.82,11/19/25,"340,000.00","340,000.00","324,794.01"
PVTPL BRIGHTHOUSE FINL GLOBAL ,0.60,06/28/23,"180,000.00","179,971.20","174,261.01"
PVTPL CARGILL INC .4% DUE 02-0,0.40,02/02/24,"200,000.00","199,786.00","190,624.77"
PVTPL COMMONWEALTH BK AUSTRALI,1.84,06/15/26,"500,000.00","500,000.00","491,230.00"
PVTPL CREDIT AGRICOLE S A LOND,3.25,10/04/24,"250,000.00","268,250.00","243,731.73"
PVTPL DAIMLER FINANCE NA LLC .,0.75,03/01/24,"150,000.00","149,730.00","142,492.16"
PVTPL DNB BK ASA MEDIUM TERM B,2.15,12/02/22,"300,000.00","299,757.00","299,529.91"
PVTPL ENBRIDGE INC SR NT FLTG ,1.38,02/17/23,"40,000.00","40,000.00","39,785.60"
PVTPL FEDERATION DES CAISSES D,2.05,02/10/25,"400,000.00","399,508.00","377,675.68"
PVTPL FEDERATION DES CAISSES D,1.44,05/21/24,"200,000.00","200,000.00","196,405.55"
PVTPL GEORGIA-PAC LLC .625% DU,0.63,05/15/24,"460,000.00","459,857.40","432,192.71"
PVTPL GRAPHIC PACKAGING INTL 0,0.82,04/15/24,"330,000.00","330,000.00","310,442.39"
PVTPL GSK CONSUMER HEALTHCARE ,3.13,03/24/25,"400,000.00","398,956.00","389,541.65"
PVTPL HYUNDAI CAP AMER .8% DUE,0.80,01/08/24,"200,000.00","199,746.00","189,948.72"
PVTPL HYUNDAI CAP AMER MEDIUM ,1.25,09/18/23,"90,000.00","89,915.40","87,196.44"
PVTPL JACKSON FINANCIAL INC 1.,1.13,11/22/23,"140,000.00","139,914.60","134,546.47"
PVTPL JACKSON NATIONAL LIFE GL,1.75,01/12/25,"180,000.00","179,969.40","169,751.49"
PVTPL LSEGA FING PLC .65% DUE,0.65,04/06/24,"200,000.00","199,762.00","188,654.74"
PVTPL MACQUARIE BK LTD SR MEDI,2.30,01/22/25,"400,000.00","399,588.00","383,150.90"
PVTPL MAGALLANES INC 3.428% 03,3.55,03/15/24,"100,000.00","100,000.00","98,033.20"
PVTPL NATIONWIDE BLDG SOCIETY ,0.55,01/22/24,"200,000.00","199,846.00","189,938.95"
PVTPL NATWEST MARKETS PLC .8%,0.80,08/12/24,"300,000.00","299,445.00","278,471.89"
PVTPL NESTLE HLDGS INC .606%,0.61,09/14/24,"400,000.00","400,000.00","377,535.54"
PVTPL NEW YORK LIFE GLOBAL FDG,2.00,01/22/25,"400,000.00","398,564.00","382,607.19"
PVTPL NISSAN MTR ACCEP CORP FL,2.31,03/08/24,"200,000.00","200,000.00","195,084.57"
PVTPL NORTHWESTERN MUT GLOBAL ,0.80,01/14/26,"200,000.00","199,648.00","179,753.22"
PVTPL NRG ENERGY INC 144A 3.75,3.75,06/15/24,"100,000.00","99,971.00","98,098.18"
PVTPL PRICOA GLOBAL FDG I 2.45,2.45,09/21/22,"105,000.00","104,891.85","104,967.02"
PVTPL PRINCIPAL LIFE GLOBAL FD,2.25,11/21/24,"230,000.00","229,696.40","220,155.61"
PVTPL ROCHE HLDGS INC NT 144A,3.00,11/10/25,"200,000.00","217,224.00","196,484.45"
PVTPL SKANDINAVISKA ENSKILDA .,0.65,09/09/24,"200,000.00","199,716.00","186,449.37"
PVTPL SOUTHERN NAT GAS CO L L ,0.63,04/28/23,"60,000.00","59,990.40","58,193.94"
PVTPL SUMITOMO MITSUI TR BK LT,0.80,09/12/23,"200,000.00","199,912.00","193,325.75"
PVTPL SVENSKA HANDELSBANKEN AB,0.63,06/30/23,"250,000.00","249,127.50","242,865.13"
PVTPL SWEDBANK AB MEDIUM TERM ,0.60,09/25/23,"200,000.00","199,976.00","192,816.00"
PVTPL VISTRA OPERATIONS CO LLC,5.13,05/13/25,"400,000.00","399,232.00","396,062.00"
PVTPL VOLKSWAGEN GROUP AMER FI,3.13,05/12/23,"200,000.00","199,904.00","198,567.88"
PVTPL VOLKSWAGEN GROUP AMER FI,2.00,06/07/24,"200,000.00","200,000.00","199,128.00"
RABOBANK NEDERLAND GLOBAL MEDI,1.34,06/24/26,"500,000.00","500,000.00","456,065.01"
REPUBLIC SERVICES INC 2.5% DUE,2.50,08/15/24,"300,000.00","312,495.00","290,480.03"
ROPER TECHNOLOGIES INC .45% DU,0.45,08/15/22,"30,000.00","29,973.90","29,904.75"
ROPER TECHNOLOGIES INC 2.35% D,2.35,09/15/24,"110,000.00","109,796.50","106,562.63"
ROYAL BANK OF CANADA 1.95% DUE,1.95,01/17/23,"200,000.00","199,878.00","198,909.04"
ROYAL BK CDA GLOBAL MEDIUM TER,1.15,06/10/25,"200,000.00","199,304.00","185,033.07"
SALESFORCE.COM INC .625% DUE 0,0.63,07/15/24,"160,000.00","159,918.40","151,404.07"
SCHWAB CHARLES CORP FLTG ,1.96,03/18/24,"390,000.00","390,000.00","386,718.54"
SCHWAB CHARLES CORP NEW 2.65%,2.65,01/25/23,"60,000.00","60,424.20","59,832.79"
SIEMENS FINANCIERINGSMAATSCHAP,1.65,03/11/24,"500,000.00","500,000.00","495,655.06"
SIMON PPTY GROUP FIXED 2% 09-1,2.00,09/13/24,"430,000.00","429,574.30","411,180.81"
SKYWORKS SOLUTIONS INC SR NT .,0.90,06/01/23,"380,000.00","379,886.00","367,274.61"
SOCIETE GENERALE MEDIUM TERM N,2.63,10/16/24,"220,000.00","229,906.60","211,553.16"
SOUTHWEST AIRLS CO 4.75% DUE 0,4.75,05/04/23,"210,000.00","227,171.70","211,660.11"
STARBUCKS CORP 3.1% 03-01-2023,3.10,03/01/23,"400,000.00","403,904.00","400,723.65"
STARBUCKS CORP ,1.38,02/14/24,"90,000.00","90,000.00","89,462.15"
STATE STR CORP 2.354% DUE,2.35,11/01/25,"350,000.00","351,474.50","336,607.36"
STRYKER CORP .6% DUE,0.60,12/01/23,"100,000.00","99,913.00","95,898.03"
SUMITOMO MITSUI FINL GROUP INC,2.45,09/27/24,"300,000.00","300,000.00","288,918.60"
SUMITOMO MITSUI TR BK LT 25/03,0.85,03/25/24,"200,000.00","200,950.00","189,633.14"
SWEDBANK AB 18/03/2024 .85% 03,0.85,03/18/24,"1,000,000.00","999,410.00","949,128.34"
SWEDBANK AB MEDIUM TERM NTS BO,1.30,06/02/23,"200,000.00","199,766.00","195,746.00"
SYNCHRONY FINL 4.875% 06-13-20,4.88,06/13/25,"370,000.00","369,733.60","365,858.79"
TAKE-TWO INTERACTIVE SOFTWARE ,3.30,03/28/24,"110,000.00","109,951.60","108,532.89"
THERMO FISHER SCIENTIFIC INC 1,1.22,10/18/24,"520,000.00","520,000.00","492,641.55"
TORONTO DOMINION BK SR MEDIUM ,3.77,06/06/25,"200,000.00","200,000.00","198,864.46"
TORONTO-DOMINION BANK 2.65%,2.65,06/12/24,"220,000.00","219,969.20","215,889.11"
TOYOTA MTR CORP 2.358% DUE,2.36,07/02/24,"10,000.00","10,000.00","9,782.81"
TOYOTA MTR CR CORP MEDIUM TERM,1.35,08/25/23,"290,000.00","289,892.70","283,526.67"
UBS AG LONDON BRH NT 144A .7%,0.70,08/09/24,"200,000.00","199,918.00","187,182.68"
UBS GROUP AG 1.008% DUE,1.01,07/30/24,"420,000.00","420,000.00","406,683.97"
UNILEVER CAP CORP .626% DUE 08,0.63,08/12/24,"200,000.00","200,000.00","188,650.40"
UNITED PARCEL SVC INC 2.2% DUE,2.20,09/01/24,"250,000.00","249,785.00","243,920.70"
UNITED PARCEL SVC INC 2.8% DUE,2.80,11/15/24,"20,000.00","20,718.40","19,761.91"
UNITEDHEALTH GROUP INC 2.375%,2.38,08/15/24,"40,000.00","39,990.00","39,151.53"
UNITEDHEALTH GROUP INC 3.35% D,3.35,07/15/22,"1,000,000.00","1,029,950.00","1,000,069.28"
VERIZON COMMUNICATIONS INC .85,0.85,11/20/25,"180,000.00","179,982.00","163,011.83"
VISA INC,3.15,12/14/25,"300,000.00","299,424.00","295,321.82"
VMWARE INC .6% 08-15-2023,0.60,08/15/23,"190,000.00","189,800.50","183,628.92"
WALGREENS BOOTS ALLIANCE INC .,0.95,11/17/23,"470,000.00","469,924.80","454,575.66"
WASTE MGMT INC DEL .75% DUE,0.75,11/15/25,"530,000.00","527,365.70","484,218.96"
WEC ENERGY GROUP INC 0.8% DUE,0.80,03/15/24,"180,000.00","179,926.20","170,926.28"
WELLS FARGO & CO MEDIUM TERM S,0.81,05/19/25,"80,000.00","80,000.00","74,909.00"
WELLTOWER INC 3.625% DUE,3.63,03/15/24,"280,000.00","293,367.20","277,778.34"
WESTPAC BKG CORP 2.35% DUE 02-,2.35,02/19/25,"275,000.00","274,923.00","265,303.87"
XCEL ENERGY INC .5% DUE,0.50,10/15/23,"130,000.00","129,877.80","125,088.93"
ZIMMER BIOMET HOLDINGS INC 1.4,1.45,11/22/24,"140,000.00","140,000.00","131,793.34"
,,,,,
Municipal Bonds,,,,,
CALIFORNIA ST 2.5% DUE 10-01-2,2.50,10/01/22,"180,000.00","183,690.00","180,238.52"
JAPAN FIN ORGANIZATION FOR MUN,1.75,09/05/24,"230,000.00","229,747.00","223,026.12"
NEW YORK N Y TAXABLE-FISCAL 20,0.59,08/01/23,"200,000.00","200,000.00","194,592.62"
NEW YORK ST TWY AUTH GEN REV 2,2.12,01/01/24,"160,000.00","160,000.00","156,989.44"
,,,,,
U.S. Agency Bonds,,,,,
FEDERAL HOME LN MTG CORP 0.125,0.13,07/25/22,"500,000.00","498,870.00","499,557.06"
FEDERAL HOME LN MTG CORP POOL ,3.12,06/01/43,"32,092.14","32,578.55","32,419.46"
FEDERAL HOME LN MTG CORP POOL ,2.50,04/01/28,"83,982.97","84,914.66","82,869.32"
FEDERAL HOME LN MTG CORP POOL ,3.00,04/01/32,"80,141.75","84,800.00","79,506.36"
FEDERAL HOME LN MTG CORP POOL ,3.00,06/01/32,"116,286.52","123,045.67","115,078.19"
FEDERAL HOME LN MTG CORP POOL ,3.00,02/01/32,"423,509.42","435,189.01","421,373.56"
FEDERAL HOME LN MTG CORP POOL ,3.00,12/01/32,"207,685.31","213,575.15","207,001.20"
FEDERAL HOME LN MTG CORP POOL ,3.00,09/01/32,"331,024.81","350,213.91","329,935.58"
FEDERAL HOME LN MTG CORP POOL ,2.50,02/01/28,"128,601.99","130,008.59","126,780.92"
FEDERAL HOME LN MTG CORP POOL ,3.00,11/01/32,"206,651.48","218,792.24","204,822.58"
FEDERAL HOME LN MTG CORP POOL ,2.50,04/01/28,"14,768.59","15,407.80","14,559.45"
FEDERAL HOME LN MTG CORP POOL ,3.00,02/01/31,"182,999.87","188,775.81","182,396.33"
FEDERAL HOME LN MTG CORP POOL ,2.50,11/01/32,"245,588.31","256,563.04","240,874.13"
FEDERAL HOME LN MTG CORP POOL#,3.00,02/01/32,"152,593.94","156,647.20","152,092.86"
FEDERAL NATL MTG ASSN GTD MTG ,2.75,09/01/37,"116,954.42","125,068.12","120,532.22"
FHLMC MULTICLASS SER 4835 CL C,3.50,01/15/47,"100,699.67","106,238.15","101,042.36"
FHLMC POOL#SB0093 2.5% 12-01-2,2.50,12/01/31,"670,318.85","703,206.36","657,622.71"
FNMA POOL #253265 7.5% DUE 05-,7.50,05/01/30,"2,924.05","2,986.40","3,089.58"
FNMA POOL #783575 1.96% DUE 12,1.96,12/01/34,"17,646.44","17,712.60","17,969.03"
FNMA POOL #797393 1.872% DUE 1,1.87,12/01/34,"16,707.17","16,822.04","17,055.35"
FNMA POOL #BA6574 3.0% DUE 01-,3.00,01/01/31,"197,367.16","203,719.93","196,716.71"
FNMA POOL #BC0266 3.5% DUE 02-,3.50,02/01/31,"135,060.09","140,779.03","135,208.89"
FNMA POOL #BC1465 2.5% DUE 07-,2.50,07/01/31,"113,945.87","115,975.52","111,761.39"
FNMA POOL #BE0514 2.5% DUE 11-,2.50,11/01/31,"232,853.55","244,168.80","228,388.09"
FNMA POOL #BM1239 3.5% DUE 02-,3.50,02/01/32,"161,268.09","167,995.99","161,439.73"
FNMA POOL #BM4485 3.0% DUE 09-,3.00,09/01/30,"269,699.43","277,603.22","268,823.99"
FNMA POOL #BM5017 3.0% DUE 03-,3.00,03/01/30,"142,549.73","146,492.12","142,080.64"
FNMA POOL #BM5708 3.0% DUE 12-,3.00,12/01/29,"125,983.64","128,975.74","125,385.23"
FNMA POOL #FM1849 3.5% 12-01-2,3.50,12/01/33,"136,343.13","141,903.37","136,485.25"
FNMA POOL #FM1852 3.0% DUE 07-,3.00,07/01/33,"172,914.33","177,858.60","172,351.33"
FNMA POOL #FM1897 3.0% 09-01-2,3.00,09/01/32,"141,969.15","146,028.59","141,165.40"
FNMA POOL #FM3308 3.0% DUE 04-,3.00,04/01/32,"428,157.96","453,208.43","426,771.16"
FNMA POOL #MA3090 3.0% DUE 08-,3.00,08/01/32,"22,851.67","24,262.03","22,649.67"
FNMA POOL POOL #FM1773 3.0% DU,3.00,12/01/31,"134,655.01","138,189.71","134,219.03"
FNMA SER 2012-28 CL B 6.5% DUE,6.50,06/25/39,"1,915.28","2,238.47","1,999.96"
FNMA TRANCHE 1.625% DUE 10-15-,1.63,10/15/24,"700,000.00","698,803.00","678,329.20"
GNMA 2011-H07 REMIC PASSTHRU C,1.30,02/20/61,"51,428.64","51,428.64","51,063.82"
GNMA 2013-H22 REMIC CL FB FLT,1.50,08/20/63,"166,731.29","166,731.29","166,076.42"
GNMA POOL #781199 7.5% DUE 07-,7.50,07/15/30,"6,768.41","6,935.50","7,191.48"
GNMA REMIC SER 2013-H08 CL BF,1.20,03/20/63,"113,260.54","112,573.94","112,064.55"
,,,,,
International Government Bonds,,,,,
EUROPEAN INVT BK .375% DUE 07-,0.38,07/24/24,"500,000.00","498,215.00","473,365.00"
EUROPEAN INVT BK FIXED 1.375%,1.38,09/06/22,"110,000.00","109,655.70","109,856.30"
JAPAN BK INTL COOPERATION GTD ,1.63,10/17/22,"200,000.00","199,446.00","199,578.44"
PVTPL KOMMUNALBANKEN AS MEDIUM,0.38,09/11/25,"200,000.00","199,170.00","183,106.87"
KREDITANSTALT FUR WIEDERAUFBAU,0.50,09/20/24,"330,000.00","329,792.10","312,071.10"
,,,,,
U.S. Treasury Securities,,,,,
UNITED STATES OF AMER TREAS NO,0.13,02/15/24,"1,000,000.00","972,226.56","955,429.69"
UNITED STATES TREAS NTS .5% 10,0.63,10/15/24,"3,000,000.00","2,995,312.50","2,842,382.82"
